mappedPoolId,mappedByUser,mappedByUserId,mappedDateText,mappedDateUnixSeconds,mappedLatitude,mappedLongitude,mappedConfidence,mappedSource,mappedSource2,mappedPhotoNumber,mappedLocationAccuracy,mappedShape,mappedComments,createdAt,updatedAt
MLS1936,Michael Lew-Smith,0,2/10/2011,1297296000,43.38721888,-72.87826361,M,CIR,Remote CIR,4196-100T,MH,Point,Large pool or small wetland,,
MLS1937,Michael Lew-Smith,0,2/10/2011,1297296000,43.37076311,-72.91822764,ML,CIR,Remote CIR,4196-98T,H,Point,"Pool or other wetland, near stream, a small marsh ???",,
MLS1938,Michael Lew-Smith,0,2/10/2011,1297296000,43.37708569,-72.87734984,M,CIR,Remote CIR,4196-98T,H,Point,Large pool or small wetland,,
MLS1939,Michael Lew-Smith,0,2/10/2011,1297296000,43.23773319,-72.87836214,M,CIR,Remote CIR,4196-94T,H,Point,Large pool or small wetland,,
MLS194,MLS,0,2/13/2009,1234483200,44.64537175,-71.70515051,ML,CIR,Remote CIR,4204-103P,H,Point,"Open water present in photo, but may be part of swamp to NE ?",,
MLS1940,Michael Lew-Smith,0,2/10/2011,1297296000,43.18669753,-72.90307014,M,CIR,Remote CIR,4196-93T,M,Point,Pool or shadow in mixed forest,,
MLS1941,Michael Lew-Smith,0,2/10/2011,1297296000,43.19792126,-72.903243,ML,CIR,Remote CIR,4196-93T,M,Point,Pool or seep in hardwood forest,,
MLS1942,Michael Lew-Smith,0,2/10/2011,1297296000,43.1722943,-72.94874442,M,CIR,Remote CIR,4196-92T,MH,Point,Wet area under conifers,,
MLS1943,Michael Lew-Smith,0,2/10/2011,1297296000,43.17285492,-72.94672918,ML,CIR,Remote CIR,4196-92T,MH,Point,Pool or shadow,,
MLS1944,Michael Lew-Smith,0,2/10/2011,1297296000,43.15025053,-72.92896725,M,CIR,Remote CIR,4196-92T,MH,Point,Pool or seep,,
MLS1945,Michael Lew-Smith,0,2/10/2011,1297296000,43.14494577,-72.94263967,MH,CIR,Remote CIR,4196-92T,MH,Point,Potential pool in hardwood forest,,
MLS1946,Michael Lew-Smith,0,2/10/2011,1297296000,43.14904261,-72.93539258,ML,CIR,Remote CIR,4196-92T,ML,Point,Pool or shadow,,
MLS1947,Michael Lew-Smith,0,2/10/2011,1297296000,43.14716394,-72.93317832,M,CIR,Remote CIR,4196-92T,M,Point,Pool or shadow in mixed forest,,
MLS1948,Michael Lew-Smith,0,2/14/2011,1297641600,43.12851973,-72.94598309,M,CIR,Remote CIR,4196-90T,M,Point,"Looks like small pool, but may be along a drainage",,
MLS1949,Michael Lew-Smith,0,2/14/2011,1297641600,43.10829163,-72.94078972,M,CIR,Remote CIR,4196-90T,MH,Point,Pool or small wetland under conifers,,
MLS195,MLS,0,2/13/2009,1234483200,44.64359287,-71.74032265,M,CIR,Remote CIR,4204-103P,L,Point,Fairly small potential pool in hardwood forest,,
MLS1950,Michael Lew-Smith,0,2/14/2011,1297641600,43.10372899,-72.94734148,ML,CIR,Remote CIR,4196-90T,M,Point,Pool or shadow aobe stream,,
MLS1951,Michael Lew-Smith,0,2/14/2011,1297641600,43.06537765,-72.88222302,M,CIR,Remote CIR,4196-88T,M,Point,Potential pool in mixed forest,,
MLS1952,Michael Lew-Smith,0,2/14/2011,1297641600,43.0482031,-72.92750702,MH,CIR,Remote CIR,4196-88T,H,Point,Large pool or shadow in mixed forest,,
MLS1953,Michael Lew-Smith,0,2/14/2011,1297641600,43.02689131,-72.93455115,ML,CIR,Remote CIR,4196-88T,M,Point,Pool or shadow in mixed forest,,
MLS1954,Michael Lew-Smith,0,2/14/2011,1297641600,43.03588035,-72.91000607,M,CIR,Remote CIR,4196-87T,MH,Point,Wet area on narrow bench of lower slope,,
MLS1955,Michael Lew-Smith,0,2/14/2011,1297641600,43.0202259,-72.91990637,M,CIR,Remote CIR,4196-87T,MH,Point,Potential pool in mixed forest,,
MLS1956,Michael Lew-Smith,0,2/14/2011,1297641600,43.01501748,-72.91261028,M,CIR,Remote CIR,4196-87T,M,Point,Pool or shadow in mixed forest,,
MLS1957,Michael Lew-Smith,0,2/14/2011,1297641600,43.00718704,-72.86288299,ML,CIR,Remote CIR,4196-87T,MH,Point,Pool or shadow in mixed forest,,
MLS1958,Michael Lew-Smith,0,2/14/2011,1297641600,43.00243399,-72.88943428,ML,CIR,Remote CIR,4196-87T,MH,Point,Potential pool at base of slope,,
MLS1959,Michael Lew-Smith,0,2/14/2011,1297641600,42.99987963,-72.91847729,ML,CIR,Remote CIR,4196-87T,ML,Point,Potential pool in mixed forest,,
MLS196,MLS,0,2/13/2009,1234483200,44.63430069,-71.72909709,M,CIR,Remote CIR,4204-103P,H,Point,VP or seepage headwaters wetland,,
MLS1960,Michael Lew-Smith,0,2/14/2011,1297641600,42.9575451,-72.89769159,M,CIR,Remote CIR,4196-85T,MH,Point,"Looks like pool, but unlikely location",,
MLS1961,Michael Lew-Smith,0,1/31/2011,1296432000,42.97121595,-72.94533931,ML,CIR,Remote CIR,4196-177T,M,Point,Pool or shadow above reservoir,,
MLS1962,Michael Lew-Smith,0,2/14/2011,1297641600,42.95730512,-72.89795151,ML,CIR,Remote CIR,4196-85T,MH,Point,"Very small potential pool, but location unlikely",,
MLS1963,Michael Lew-Smith,0,2/14/2011,1297641600,42.8808924,-72.90652019,M,CIR,Remote CIR,4196-83T,MH,Point,Pool or small swamp,,
MLS1964,Michael Lew-Smith,0,2/14/2011,1297641600,42.86660281,-72.89008995,ML,CIR,Remote CIR,4196-83T,ML,Point,Pool or shadow near summit of Castle Hill,,
MLS1965,Michael Lew-Smith,0,2/14/2011,1297641600,42.8572129,-72.91438576,MH,CIR,Remote CIR,4196-83T,MH,Point,Small potential pool in hardwood forest,,
MLS1966,Michael Lew-Smith,0,2/14/2011,1297641600,42.85867757,-72.9050505,ML,CIR,Remote CIR,4196-83T,MH,Point,Pool or shadow in mixed foest,,
MLS1967,Michael Lew-Smith,0,2/14/2011,1297641600,42.78360421,-72.91110391,ML,CIR,Remote CIR,4196-80T,MH,Point,Pool or small swamp,,
MLS1968,Michael Lew-Smith,0,2/14/2011,1297641600,42.78176564,-72.91020959,M,CIR,Remote CIR,4196-79T,MH,Point,Pool or seep,,
MLS1969,Michael Lew-Smith,0,2/14/2011,1297641600,42.77990608,-72.91905719,MH,CIR,Remote CIR,4196-79T,H,Point,Small potential pool in hardwood forest,,
MLS197,MLS,0,2/13/2009,1234483200,44.62301843,-71.73146677,MH,CIR,Remote CIR,4204-103P,H,Point,Looks like nice pool on bench in hardwood forest,,
MLS198,MLS,0,3/12/2009,1236816000,44.62093999,-71.73123471,MH,CIR,Remote CIR,4204-102P,ML,Point,Smaller pool than one to north,,
MLS199,MLS,0,3/12/2009,1236816000,44.58565175,-71.72046708,M,CIR,Remote CIR,4204-101P,H,Point,"Large vernal pool or small wetland, near old logging roads",,
MLS2,MLS,0,1/13/2009,1231804800,45.00615859,-72.70956146,L,CIR,Remote CIR, ,MH,Point,May be a shadow in small patch of forest,,
MLS20,MLS,0,1/16/2009,1232064000,44.9066005,-72.61692413,MH,CIR,Remote CIR,4198-29,ML,Point,Looks like nice pool on nose of slope,,
MLS200,MLS,0,3/12/2009,1236816000,44.55679115,-71.73213369,MH,CIR,Remote CIR,4204-101P,H,Point,Small pool in saddle,,
MLS2000,Michael Lew-Smith,0,12/14/2010,1292284800,43.68549907,-73.24166819,M,CIR,Remote CIR,4200-24P,MH,Point,Moderate sized pool in cluster,,
MLS2001,Michael Lew-Smith,0,1/7/2011,1294358400,42.96617013,-73.17765823,M,CIR,Remote CIR,4200-41P,H,Point,Fairly large potential pool on bench,,
MLS2002,Michael Lew-Smith,0,1/7/2011,1294358400,42.96182737,-73.21609903,M,CIR,Remote CIR,4200-41P,MH,Point,Pool or shadow,,
MLS2003,Michael Lew-Smith,0,1/7/2011,1294358400,42.96897599,-73.25822639,M,CIR,Remote CIR,4200-41P,ML,Point,On edge of old field,,
MLS2004,Michael Lew-Smith,0,1/7/2011,1294358400,42.93961325,-73.19726441,ML,CIR,Remote CIR,4200-41P,MH,Point,Pool or shadow,,
MLS2005,Michael Lew-Smith,0,1/7/2011,1294358400,42.94836662,-73.26880159,ML,CIR,Remote CIR,4200-41P,MH,Point,"Pool, shadow or ??",,
MLS2006,Michael Lew-Smith,0,1/7/2011,1294358400,42.92414182,-73.18764504,M,CIR,Remote CIR,4200-42P,H,Point,Large pool or small swamp,,
MLS2007,Michael Lew-Smith,0,1/7/2011,1294358400,42.84368706,-73.20335939,ML,CIR,Remote CIR,4200-44P,ML,Point,Pool or shadow,,
MLS2008,Michael Lew-Smith,0,1/7/2011,1294358400,42.84600653,-73.22723156,M,CIR,Remote CIR,4200-44P,MH,Point,Pool or seep in saddle,,
MLS2009,Michael Lew-Smith,0,1/7/2011,1294358400,42.85164562,-73.23243713,M,CIR,Remote CIR,4200-44P,M,Point,Pool or seep on bench,,
MLS201,MLS,0,3/12/2009,1236816000,44.54064073,-71.75620969,MH,CIR,Remote CIR,4204-100P,H,Point,Potential pool in young forest,,
MLS2010,Michael Lew-Smith,0,1/7/2011,1294358400,42.84725195,-73.23683652,M,CIR,Remote CIR,4200-44P,M,Point,Pool or shadow,,
MLS2011,Michael Lew-Smith,0,2/14/2011,1297641600,42.95715038,-72.89736355,M,CIR,Remote CIR,4196-85T,MH,Point,"Looks like small pool, but unlikely location",,
MLS202,MLS,0,3/12/2009,1236816000,44.81169557,-71.82327659,M,CIR,Remote CIR,4206-7P,L,Point,Small potential pool on wide bench,,
MLS203,MLS,0,3/12/2009,1236816000,44.81263256,-71.81560586,MH,CIR,Remote CIR,4206-7P,H,Point,Nice looking pool above wetland,,
MLS204,MLS,0,3/12/2009,1236816000,44.8122202,-71.8044273,H,CIR,Remote CIR,4206-7P,MH,Point,Nice looking pool above McConnell Pond,,
MLS205,MLS,0,3/12/2009,1236816000,44.81248339,-71.80605245,H,CIR,Remote CIR,4206-7P,M,Point,Nice looking pool above McConnell Pond,,
MLS206,MLS,0,3/12/2009,1236816000,44.80649106,-71.79177312,ML,CIR,Remote CIR,4206-7P,M,Point,Very small wet area above road,,
MLS207,MLS,0,3/12/2009,1236816000,44.8065496,-71.78995906,M,CIR,Remote CIR,4197-160T,M,Point,"May be part of swamp, conifers in canopy",,
MLS208,MLS,0,3/12/2009,1236816000,44.79201855,-71.78453059,ML,CIR,Remote CIR,4197-160T,H,Point,"Wet area in old clearcut, may be vernal pool",,
MLS209,MLS,0,3/12/2009,1236816000,44.79064247,-71.79294976,M,CIR,Remote CIR,4197-160T,M,Point,Either a vernal pool or a shadow from the conifer trees,,
MLS21,MLS,0,1/16/2009,1232064000,44.90586747,-72.60675428,M,CIR,Remote CIR,4198-29,M,Point,"Small site in saddle between peaks, may be small conifer swamp",,
MLS210,MLS,0,3/12/2009,1236816000,44.77370221,-71.80428009,ML,CIR,Remote CIR,4197-159,H,Point,"A road runs right through this potential pool, may have been created by road",,
MLS211,MLS,0,3/12/2009,1236816000,44.76951877,-71.79921396,M,CIR,Remote CIR,4197-159T,MH,Point,Small potential pool above conifer swamp,,
MLS212,MLS,0,3/12/2009,1236816000,44.7684958,-71.79841977,MH,CIR,Remote CIR,4197-159T,M,Point,"Two pools in this area, location uncertain",,
MLS213,MLS,0,3/12/2009,1236816000,44.76834791,-71.79895927,M,CIR,Remote CIR,4197-159T,M,Point,"Two pools, one to SE is smaller",,
MLS214,MLS,0,3/12/2009,1236816000,44.77109394,-71.80625613,ML,CIR,Remote CIR,4197-159T,ML,Point,May be a pool or a shadow,,
MLS215,MLS,0,3/12/2009,1236816000,44.76154471,-71.78549297,M,CIR,Remote CIR,4197-159T,M,Point,"Wet opening in conifer canopy, can't really see much beyond that...",,
MLS216,MLS,0,3/12/2009,1236816000,44.58032451,-71.81400371,M,CIR,Remote CIR,4197-153T,H,Point,"Wet area, unsure if it is a vernal pool",,
MLS217,MLS,0,3/12/2009,1236816000,44.57156378,-71.81724311,MH,CIR,Remote CIR,4197-153T,H,Point,"Looks like nice pool in saddle, may have outlet to south",,
MLS218,MLS,0,3/12/2009,1236816000,44.57189528,-71.8245734,M,CIR,Remote CIR,4197-153T,L,Point,"Very small wet area along skidder trail, may be too small, likely hard to find",,
MLS219,MLS,0,3/12/2009,1236816000,44.56431563,-71.81241951,MH,CIR,Remote CIR,4197-152T,MH,Point,Looks like nice large pool on high bench,,
MLS22,MLS,0,1/16/2009,1232064000,44.75041625,-72.62816429,H,CIR,Remote CIR,4198-24,ML,Point,Looks like nice big pool on bench,,
MLS220,MLS,0,3/12/2009,1236816000,44.56294477,-71.81079545,M,CIR,Remote CIR,4197-153T,H,Point,"Very small wet area, may have drainage to south",,
MLS221,MLS,0,3/12/2009,1236816000,44.53565647,-71.77929688,MH,CIR,Remote CIR,4197-151T,H,Point,Small swamp or large vernal pool on broad summit of Lees Hill,,
MLS222,MLS,0,3/12/2009,1236816000,44.53297878,-71.77847733,MH,CIR,Remote CIR,4197-151T,H,Point,"Much smaller than site to the north, broad summit of Lees Hill",,
MLS223,MLS,0,3/12/2009,1236816000,44.51512232,-71.78084755,M,CIR,Remote CIR,4197-151T,L,Point,"Looks like nice pool in air photo, but not on ortho photo",,
MLS224,MLS,0,3/12/2009,1236816000,44.48244868,-71.78040114,M,CIR,Remote CIR,4197-150T,M,Point,Small wet area beside trail,,
MLS225,MLS,0,3/12/2009,1236816000,44.43961199,-71.79691779,M,CIR,Remote CIR,4197-149T,M,Point,"Moderate sized pool, may be vegetated",,
MLS226,MLS,0,3/12/2009,1236816000,44.43456581,-71.79059038,ML,CIR,Remote CIR,4197-148T,M,Point,"Small wet area, may be too small to be significant",,
MLS227,MLS,0,3/12/2009,1236816000,44.43176736,-71.78975474,M,CIR,Remote CIR,4197-148T,M,Point,May be too small to be significant,,
MLS228,MLS,0,3/12/2009,1236816000,44.4056043,-71.78893656,H,CIR,Remote CIR,4197-146T,H,Point,"Very nice, large pool on edge of old clearcut",,
MLS229,MLS,0,3/12/2009,1236816000,44.40551625,-71.79134781,MH,CIR,Remote CIR,4197-147T,MH,Point,"In old clearcut, smaller than pool to east",,
MLS23,MLS,0,1/16/2009,1232064000,44.75315632,-72.61370955,ML,CIR,Remote CIR,4198-24,M,Point,"Open water in clearcut area, may not be vernal pool",,
MLS230,MLS,0,3/12/2009,1236816000,44.40781408,-71.77889798,MH,CIR,Remote CIR,4197-197T,ML,Point,Nice looking pool in mixed forest,,
MLS231,MLS,0,3/12/2009,1236816000,44.40697417,-71.77830028,ML,CIR,Remote CIR,4197-197T,H,Point,Wet area in powerline; may not be wet enough,,
MLS232,MLS,0,3/12/2009,1236816000,44.40614253,-71.77339675,M,CIR,Remote CIR,4197-197T,M,Point,Long thin wet area above river,,
MLS233,MLS,0,3/12/2009,1236816000,44.4061281,-71.77252834,ML,CIR,Remote CIR,4197-197T,M,Point,Looks like small pool under conifers but may be part of wetland,,
MLS234,MLS,0,3/12/2009,1236816000,44.40801193,-71.7569099,M,CIR,Remote CIR,4197-197T,L,Point,On edge of powerline above river,,
MLS235,MLS,0,3/13/2009,1236902400,44.99643791,-71.87927828,M,CIR,Remote CIR,4206-16P,MH,Point,May have outlet to west,,
MLS236,MLS,0,3/13/2009,1236902400,44.99608174,-71.87680422,M,CIR,Remote CIR,4206-16P,M,Point,"May have outlet to southwest, on narrow bench/gully",,
MLS237,MLS,0,3/13/2009,1236902400,44.96984881,-71.87715953,MH,CIR,Remote CIR,4206-18P,H,Point,"Large pool or small wetland, looks nice, likely vegetated, road or trail on southwest side",,
MLS238,MLS,0,3/13/2009,1236902400,44.65696162,-71.83931092,ML,CIR,Remote CIR,4204-16P,M,Point,"Only a small chance this is a pool, but worth a look",,
MLS239,MLS,0,3/13/2009,1236902400,44.52324709,-71.83477069,ML,CIR,Remote CIR,4202-10P,H,Point,"May be wet log landing or vernal pool, can't tell from photos",,
MLS24,MLS,0,1/16/2009,1232064000,44.72932369,-72.61683299,MH,CIR,Remote CIR,4198-24,H,Point,"Big site, may be another beaver pond above larger wetland",,
MLS240,MLS,0,3/13/2009,1236902400,44.51928234,-71.83200462,M,CIR,Remote CIR,4202-10P,H,Point,"Potential pool in old clearcut, may be influenced by skidder trails",,
MLS241,MLS,0,3/13/2009,1236902400,44.47076015,-71.86577118,MH,CIR,Remote CIR,4204-7P,MH,Point,Potential pool above Moose River,,
MLS242,MLS,0,3/13/2009,1236902400,44.40009699,-71.84702256,MH,CIR,Remote CIR,4204-7P,MH,Point,Small pool in old clearcut,,
MLS243,MLS,0,3/13/2009,1236902400,45.00400088,-71.94772912,ML,CIR,Remote CIR,4197-117T,ML,Point,Small potential pool in saddle,,
MLS244,MLS,0,3/13/2009,1236902400,45.00738633,-71.91796684,H,CIR,Remote CIR,4197-177T,H,Point,Looks like nice pool near Canadian border,,
MLS245,MLS,0,3/13/2009,1236902400,45.00596119,-71.91993989,H,CIR,Remote CIR,4197-177T,MH,Point,Nice looking pool near Canadian border,,
MLS246,MLS,0,3/13/2009,1236902400,44.94418217,-71.95020387,M,CIR,Remote CIR,4197-118T,ML,Point,Small potential pool near edge of old clearcut,,
MLS247,MLS,0,3/13/2009,1236902400,44.94225841,-71.95132573,M,CIR,Remote CIR,4197-118T,M,Point,Potential pool in middle of old clearcut,,
MLS248,MLS,0,3/13/2009,1236902400,44.93797478,-71.94550655,MH,CIR,Remote CIR,4197-120T,MH,Point,Small pool on narrow bench,,
MLS249,MLS,0,3/13/2009,1236902400,44.93979279,-71.9463304,M,CIR,Remote CIR,4197-120T,M,Point,Potential pool under mixed forest on bench,,
MLS25,MLS,0,1/16/2009,1232064000,44.72733766,-72.61586688,MH,CIR,Remote CIR,4198-24,MH,Point,"Looks like VP on bench, may be more wet areas below",,
MLS250,MLS,0,3/13/2009,1236902400,44.92884185,-71.94965743,H,CIR,Remote CIR,4197-120T,H,Point,Looks like nice large pool on summit,,
MLS251,MLS,0,3/13/2009,1236902400,44.90571745,-71.9098694,H,CIR,Remote CIR,4197-120T,H,Point,Nice looking pool on summit of ridgeline,,
MLS252,MLS,0,3/13/2009,1236902400,44.89798839,-71.90309258,MH,CIR,Remote CIR,4197-1210T,H,Point,"Potential pool along logging road, may be impacted by road",,
MLS253,MLS,0,3/13/2009,1236902400,44.87591937,-71.92031608,MH,CIR,Remote CIR,4197-120T,M,Point,Small pool on broad bench in old clearcut,,
MLS254,MLS,0,3/13/2009,1236902400,44.81988975,-71.92892229,M,CIR,Remote CIR,4197-122T,H,Point,Potential pool in deep depression above river,,
MLS255,MLS,0,3/13/2009,1236902400,44.78410515,-71.88405388,MH,CIR,Remote CIR,2197-124T,H,Point,Pool or small swamp on mountain summit,,
MLS256,MLS,0,3/13/2009,1236902400,44.76180306,-71.90580542,MH,CIR,Remote CIR,4197-125T,H,Point,Long thin pool on narrow bench,,
MLS257,MLS,0,3/13/2009,1236902400,44.76316828,-71.90576238,MH,CIR,Remote CIR,4197-125T,ML,Point,Long and thin pool on bench,,
MLS258,MLS,0,3/13/2009,1236902400,44.76044568,-71.90735834,MH,CIR,Remote CIR,4197-125T,M,Point,Small pool on summit,,
MLS259,MLS,0,3/13/2009,1236902400,44.75809111,-71.90812178,M,CIR,Remote CIR,4197-125T,M,Point,"Small wet area, may not be wet enough for VP",,
MLS26,MLS,0,1/21/2009,1232496000,44.54399389,-72.6513697,ML,CIR,Remote CIR,4198-18,M,Point,"Long and thin, runds N-S, may be shadow",,
MLS260,MLS,0,3/13/2009,1236902400,44.75510985,-71.90546284,MH,CIR,Remote CIR,4197-125T,H,Point,Linear pool near old logging road,,
MLS261,MLS,0,3/13/2009,1236902400,44.75476829,-71.90888026,M,CIR,Remote CIR,4197-125T,ML,Point,May have drainage to southeast,,
MLS262,MLS,0,3/13/2009,1236902400,44.74976083,-71.9029754,MH,CIR,Remote CIR,4197-125T,H,Point,Standard pool soutwest of larger wetland,,
MLS263,MLS,0,3/13/2009,1236902400,44.76025235,-71.90457578,M,CIR,Remote CIR,4197-125T,ML,Point,"Pool or seep, may have drainage to east",,
MLS264,MLS,0,3/13/2009,1236902400,44.75549649,-71.9192773,MH,CIR,Remote CIR,4197-125T,M,Point,Looks like nice sized vernal pool under mixed forest,,
MLS265,MLS,0,3/17/2009,1237248000,44.75618352,-71.95457055,M,CIR,Remote CIR,4197-126T,M,Point,Small wet area south of Jobs Pond; another one due east,,
MLS266,MLS,0,3/17/2009,1237248000,44.7376115,-71.88602108,MH,CIR,Remote CIR,4197-126T,H,Point,Looks like small pool in hardwood forest,,
MLS267,MLS,0,3/17/2009,1237248000,44.75959435,-71.88639429,M,CIR,Remote CIR,4197-126T,ML,Point,Very small potential pool in hardwood forest,,
MLS268,MLS,0,3/17/2009,1237248000,44.74168302,-71.9045658,H,CIR,Remote CIR,4197-126T,MH,Point,"Nice, large potential pool above beaver wetland",,
MLS269,MLS,0,3/17/2009,1237248000,44.6879984,-71.9015394,ML,CIR,Remote CIR,4197-126T,MH,Point,"Wet area on narrow bench, may be seepage, not a vp",,
MLS27,MLS,0,1/21/2009,1232496000,44.54170555,-72.64708805,ML,CIR,Remote CIR,4198-18,ML,Point,"May be a shadow, under conifers",,
MLS270,MLS,0,3/17/2009,1237248000,44.69260917,-71.90364566,MH,CIR,Remote CIR,4197-126T,MH,Point,Small wet area on wide bench,,
MLS271,MLS,0,3/17/2009,1237248000,44.67656636,-71.89042579,H,CIR,Remote CIR,4197-127T,H,Point,"Very large, nice looking pool",,
MLS272,MLS,0,3/17/2009,1237248000,44.59821358,-71.91737306,M,CIR,Remote CIR,4197-131T,M,Point,Small potential pool under conifers,,
MLS273,MLS,0,3/17/2009,1237248000,44.59840827,-71.88957608,M,CIR,Remote CIR,4197-131T,H,Point,Pool or other wetland type under mixed forest along road,,
MLS274,MLS,0,3/17/2009,1237248000,44.58077977,-71.95677314,M,CIR,Remote CIR,4197-131T,H,Point,"Pond or large vp in a topographic ""bowl""",,
MLS275,MLS,0,3/17/2009,1237248000,44.55462562,-71.86055747,H,CIR,Remote CIR,4197-131T,H,Point,"Very nice looking, large pool on high bench",,
MLS276,MLS,0,3/17/2009,1237248000,44.55448815,-71.86326187,MH,CIR,Remote CIR,4197-131T,MH,Point,Moderate sized pool in mixed forest,,
MLS277,MLS,0,3/17/2009,1237248000,44.55526284,-71.85810363,M,CIR,Remote CIR,4197-131T,M,Point,"Samll wet areas on summit, may be cabin nearby, ?pond?",,
MLS278,MLS,0,3/17/2009,1237248000,44.52380538,-71.8694078,M,CIR,Remote CIR,4197-133T,MH,Point,Wet opening in conifer forest,,
MLS279,MLS,0,3/17/2009,1237248000,44.52220906,-71.86775332,M,CIR,Remote CIR,4197-133T,H,Point,"Small potential pool, looks partially vegetated",,
MLS28,MLS,0,1/21/2009,1232496000,44.52102721,-72.65953143,M,CIR,Remote CIR,4198-17,M,Point,"Likely a shadow, but should investigate",,
MLS280,MLS,0,3/17/2009,1237248000,44.49776424,-71.8912966,M,CIR,Remote CIR,4197-134T,M,Point,Area of open water along trail,,
MLS281,MLS,0,3/17/2009,1237248000,44.47234876,-71.91341449,ML,CIR,Remote CIR,4197-134T,M,Point,"Looks like small pool in old clearcut, may not be wet long enough",,
MLS282,MLS,0,3/17/2009,1237248000,44.46724206,-71.90790729,M,CIR,Remote CIR,4197-134T,H,Point,"Two small, nearby pools",,
MLS283,MLS,0,3/17/2009,1237248000,44.47572946,-71.87423347,ML,CIR,Remote CIR,4197-134T,ML,Point,"Opening in conifer forest, may be a pool (or not?)",,
MLS284,MLS,0,3/17/2009,1237248000,44.46174178,-71.8704268,ML,CIR,Remote CIR,4197-134T,MH,Point,"Wet area in disturbed forest, may be related to disturbance",,
MLS285,MLS,0,3/17/2009,1237248000,44.46404375,-71.87367902,ML,CIR,Remote CIR, ,ML,Point,Needs field verification,,
MLS286,MLS,0,3/17/2009,1237248000,44.45007411,-71.88592284,MH,CIR,Remote CIR,4197-134T,M,Point,Smaller of two nearby pools under mixed forest,,
MLS287,MLS,0,3/17/2009,1237248000,44.44969732,-71.88665994,MH,CIR,Remote CIR,4197-134T,M,Point,"Potential pool under mixed forest, larger of two nearby pools",,
MLS288,MLS,0,3/17/2009,1237248000,44.45436522,-71.89042377,M,CIR,Remote CIR,4197-134T,ML,Point,Small potential pool under conifer forest,,
